cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
								0	0		7.666666667	Condo For Sale	279900	238000		"100 Tower Dr APT 701, Daphne, AL36526"	3	2	1771	1988		Baldwin Realty	http://www.zillow.com/homedetails/100-Tower-Dr-APT-701-Daphne-AL-36526/2104404661_zpid/		0	37
									1		6	For Sale by Owner	379000			"455 County Road 176, Dutton, AL35744"				2004	43560		http://www.zillow.com/homedetails/455-County-Road-176-Dutton-AL-35744/120133283_zpid/		0	0
												House For Sale	595000	406000		"801 Boulder Lake Ct, Vestavia, AL35242"	4	4	3969	2006	19602	LIST Birmingham	http://www.zillow.com/homedetails/801-Boulder-Lake-Ct-Vestavia-AL-35242/80732412_zpid/		0	0
		1	1	1				0		1	4.333333333	House For Sale	143000			"2405 Northtowne Dr, Opelika, AL36801"	3	2	1155	2010		"Auburn - WEICHERT, REALTORS  - Porter Properties"	http://www.zillow.com/homedetails/2405-Northtowne-Dr-Opelika-AL-36801/113267978_zpid/	1	0	4
		1		1	1	1		0	2	1	8.666666667	House For Sale	895000	779000		"150 Highland View Dr, Birmingham, AL35242"	4		6952	1996	53578.8	Remax Advantage	http://www.zillow.com/homedetails/150-Highland-View-Dr-Birmingham-AL-35242/182771_zpid/	1	0	1
		1		1				0			1.333333333	House For Sale	64900	73000		"2113 Sycamore St SW, Huntsville, AL35805"	3	1	1150	1942	"6,098"	Legend Realty	http://www.zillow.com/homedetails/2113-Sycamore-St-SW-Huntsville-AL-35805/92181087_zpid/		19	55
1	1	1	1					0	2		4.666666667	House For Sale	115000	84000		"1100 Old Coal City Rd, Pell City, AL35125"	3	1	1214	1964	34848	FIELDS ? GOSSETT REALTY	http://www.zillow.com/homedetails/1100-Old-Coal-City-Rd-Pell-City-AL-35125/165300_zpid/		0	1
				1							8.333333333	Condo For Sale	415000	347000		"24900 Perdido Beach Blvd APT 103, Orange Beach, AL36561"	3	2	1266	1996	198633.6	RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/24900-Perdido-Beach-Blvd-APT-103-Orange-Beach-AL-36561/72774465_zpid/		0	33
											4.666666667	House For Sale	98900	115000		"75 Lee Road 993, Smiths Station, AL36877"	3	2	1519				http://www.zillow.com/homedetails/75-Lee-Road-993-Smiths-Station-AL-36877/2104411891_zpid/		0	2
		1		1		6		0	1		3.666666667	Townhouse For Sale	114900	112000		"6023 Townley Ct, Mc Calla, AL35111"	2	2	1350	2006		RealtySouth	http://www.zillow.com/homedetails/6023-Townley-Ct-Mc-Calla-AL-35111/71019059_zpid/		0	17
												House For Sale	245000			"7102 Pale Dawn Pl SE, Owens Cross Roads, AL35763"	4	2	2385	2005	14374.8	"Huntsville - WEICHERT, REALTORS  - The Space Place"	http://www.zillow.com/homedetails/7102-Pale-Dawn-Pl-SE-Owens-Cross-Roads-AL-35763/92175679_zpid/		0	8
				1		5		0	4		6.333333333	House For Sale	169000	156000		"14151 River Point Cir, Tuscaloosa, AL35405"	3	2	1615	2004		Hamner Real Estate	http://www.zillow.com/homedetails/14151-River-Point-Cir-Tuscaloosa-AL-35405/83268788_zpid/		0	0
											9	House For Sale	279900	231000		"4519 Old Tavern Rd, Birmingham, AL35242"	4		2634	2009		Realty South	http://www.zillow.com/homedetails/4519-Old-Tavern-Rd-Birmingham-AL-35242/2104421957_zpid/		0	21
												Lot/Land For Sale	417000			"Ridge Crst, Alexander City, AL35010"					27878.4	Aronov Realty Lake Martin	http://www.zillow.com/homedetails/Ridge-Crst-Alexander-City-AL-35010/2119024602_zpid/		0	31
1		1	1					0		1	5.666666667	House For Sale	52900	97000		"5909 Kalyn Dr, Anniston, AL36206"	3	2	1891	1973	16117.2		http://www.zillow.com/homedetails/5909-Kalyn-Dr-Anniston-AL-36206/109205037_zpid/		0	0
												Foreclosure	594000	880000		"412 Vesclub Pl, Vestavia, AL35216"	5		6731	1987	31798.8	REALHome Services and Solutions	http://www.zillow.com/homedetails/412-Vesclub-Pl-Vestavia-AL-35216/983938_zpid/		0	0
											5.666666667	Foreclosure	40280	138000		"22068 Fain Rd, Elkmont, AL35620"	2	1	2131	1940	34848	ERA Ben Porter Real Estate	http://www.zillow.com/homedetails/22068-Fain-Rd-Elkmont-AL-35620/2104423610_zpid/		0	1
								0			6	For Sale by Owner	399000	314000		"132 Wentworth Dr, Dothan, AL36305"	5		3519	1994	22215.6		http://www.zillow.com/homedetails/132-Wentworth-Dr-Dothan-AL-36305/90642693_zpid/	1	0	10
1		1	1	1		6		0	2		8.666666667	House For Sale	189900	156000		"876 Alford Ave, Hoover, AL35226"	3	2	1478	1957	15246	LIST Birmingham	http://www.zillow.com/homedetails/876-Alford-Ave-Hoover-AL-35226/1015855_zpid/		0	13
1	1	1	1			7		0	2	1	8.333333333	House For Sale	209900			"2113 Rockland Dr, Hoover, AL35226"	3	3	2072	1962	23522.4	Coldwell Banker Green & Company	http://www.zillow.com/homedetails/2113-Rockland-Dr-Hoover-AL-35226/1056093_zpid/		0	3
									2		5.666666667	Apartment For Sale	179000	93000		"2910 Mcclellan Blvd, Anniston, AL36201"				1955		"ERA King Real Estate Co., Inc."	http://www.zillow.com/homedetails/2910-Mcclellan-Blvd-Anniston-AL-36201/2104424618_zpid/		0	43
1	1	1	1		1			0	0		3.666666667	Condo For Sale	199999	207000		"50 Crowne Pointe Rd UNIT 103, Dadeville, AL36853"	2			2009		Lake Martin Realty	http://www.zillow.com/homedetails/50-Crowne-Pointe-Rd-UNIT-103-Dadeville-AL-36853/2104424713_zpid/		0	0
1				1		6		0	2		8.333333333	House For Sale	184900	192000		"3560 Mcfarland Rd, Mobile, AL36695"	4	3	2317	1998		Buyers and Sellers Realty	http://www.zillow.com/homedetails/3560-Mcfarland-Rd-Mobile-AL-36695/51049842_zpid/		0	3
												House For Sale	290000	250000		"1984 Sun Valley Rd, Harpersville, AL35078"	3	2	2991	1990	871200	Keller Williams Realty Metro South	http://www.zillow.com/homedetails/1984-Sun-Valley-Rd-Harpersville-AL-35078/207587_zpid/		0	0
											4.666666667	Lot/Land For Sale	219900			"0 Memphis Church Rd, Dothan, AL36304"					1045440	CENTURY 21 James Grant Realty	http://www.zillow.com/homedetails/0-Memphis-Church-Rd-Dothan-AL-36304/2104425478_zpid/		0	63
				1				0			8	House For Sale	127500			"1750 Mayfair Ln, Alexander City, AL35010"	3	2	1414	1993		"CENTURY 21 Lake Area Realty, Inc."	http://www.zillow.com/homedetails/1750-Mayfair-Ln-Alexander-City-AL-35010/104564496_zpid/		0	3
												Foreclosure	20000			"39 Avondale Ave, Satsuma, AL36572"	2	1		1940		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/39-Avondale-Ave-Satsuma-AL-36572/50956691_zpid/		0	25
						6		0			5.666666667	House For Sale	130000	137000		"784 County Road 49, Marbury, AL36051"	2	2	1783	1999	108900	NO COMPANY PROVIDED	http://www.zillow.com/homedetails/784-County-Road-49-Marbury-AL-36051/68232_zpid/		0	0
1		1	1	1		5		0	0		3	House For Sale	168000	168000		"824 Rockford Ln, Birmingham, AL35209"	2	2	1482	1991	"5,227"	Realty South	http://www.zillow.com/homedetails/824-Rockford-Ln-Birmingham-AL-35209/1005546_zpid/		27	50
								0			8.333333333	House For Sale	225000	163000		"602 Pinecrest Rd, Prattville, AL36067"	4	3	3000	1967	46609.2	Carol Lemon Realty	http://www.zillow.com/homedetails/602-Pinecrest-Rd-Prattville-AL-36067/78769_zpid/		0	45
						5		0	9		8.333333333	House For Sale	225000	225000		"177 Pletcher St, Prattville, AL36067"	3	2	3000	1974	50094	Carol Lemon Realty	http://www.zillow.com/homedetails/177-Pletcher-St-Prattville-AL-36067/81723_zpid/		0	42
								0			8.333333333	House For Sale	79900	114000		"764 Washington Ferry Rd, Prattville, AL36067"	3	1	1174	1960		Carol Lemon Realty	http://www.zillow.com/homedetails/764-Washington-Ferry-Rd-Prattville-AL-36067/84233_zpid/		0	7
											6	Lot/Land For Sale	105000			"9675 Bay Rd N LOT 6, Foley, AL36535"					"9,408"	RE/MAX Paradise	http://www.zillow.com/homedetails/9675-Bay-Rd-N-LOT-6-Foley-AL-36535/2104427450_zpid/		0	0
				1		6		0			6.666666667	House For Sale	129900	123000		"100 Cambridge Pointe Cir, Alabaster, AL "	3	2	1394	1994	"9,583"	RE/MAX Southern Homes	http://www.zillow.com/homedetails/100-Cambridge-Pointe-Cir-Alabaster-AL/214384_zpid/		0	7
				1							8.333333333	House For Sale	379900	351000		"1055 Kingston Rd, Chelsea, AL35043"	4	3		2009	28314	RE/MAX Southern Homes	http://www.zillow.com/homedetails/1055-Kingston-Rd-Chelsea-AL-35043/104006415_zpid/		0	0
				1							7.333333333	House For Sale	179900	168000		"1117 Weybridge Rd, Pelham, AL35124"	3	2		2005	"8,712"	RE/MAX Advantage South	http://www.zillow.com/homedetails/1117-Weybridge-Rd-Pelham-AL-35124/104061172_zpid/		0	0
				1				0			6.666666667	House For Sale	237900	206000		"5025 Baxter Rd, Springville, AL35146"	4	3	1944	2012	14810.4	RE/MAX MarketPlace	http://www.zillow.com/homedetails/5025-Baxter-Rd-Springville-AL-35146/108335991_zpid/		0	0
											1.333333333	Auction	from $5K			"1820 34th Ave, Tuscaloosa, AL35401"	3	1	1305	1972	"5,227"	Auction.com	http://www.zillow.com/homedetails/1820-34th-Ave-Tuscaloosa-AL-35401/2104427797_zpid/		0	42
				1		5		0			8.333333333	House For Sale	89900	83000		"749 Royal Woods Dr E, Mobile, AL36608"	3	2	1104	1986		Keller Williams Mobile	http://www.zillow.com/homedetails/749-Royal-Woods-Dr-E-Mobile-AL-36608/50980371_zpid/		0	29
						6		0			7.666666667	House For Sale	159000	141000		"103 Virginia Dr, Brewton, AL36426"	3	2	2437	1963		"Hines Realty Company, Inc."	http://www.zillow.com/homedetails/103-Virginia-Dr-Brewton-AL-36426/110294795_zpid/		0	37
				1							5.333333333	House For Sale	149900	99000		"16849 Hinote Glass Rd, Loxley, AL36551"	3	2	1848	2002	21780	RE/MAX Paradise	http://www.zillow.com/homedetails/16849-Hinote-Glass-Rd-Loxley-AL-36551/84394953_zpid/		0	0
											7.666666667	Condo For Sale	55000	130000		"1012 Seacliff Dr N # 2012, Daphne, AL36526"		1		1973		Bellator Real Estate & Dev. Daphne	http://www.zillow.com/homedetails/1012-Seacliff-Dr-N-2012-Daphne-AL-36526/2104429733_zpid/		0	36
				1				0			5	House For Sale	119900	110000		"45633 Oak Ln, Bay Minette, AL36507"	3	2	1481	2001	800	Inshore Realty LLC	http://www.zillow.com/homedetails/45633-Oak-Ln-Bay-Minette-AL-36507/72721554_zpid/		0	2
1			1		1						7	Apartment For Sale	85000	82000		"12984 Justin Dr, Northport, AL35473"	3	2		1988		Visions Real Estate	http://www.zillow.com/homedetails/12984-Justin-Dr-Northport-AL-35473/2104430339_zpid/		0	0
												Lot/Land For Sale	125900			"0 Highway 82, Centreville, AL35042"						Visions Real Estate	http://www.zillow.com/homedetails/0-Highway-82-Centreville-AL-35042/2104430338_zpid/		0	0
1		1	1	1	1	6		0		1	2.333333333	House For Sale	94900	85000		"610 18th St, Tuscaloosa, AL35401"	2	2	1052	1940	"7,100"	Visions Real Estate	http://www.zillow.com/homedetails/610-18th-St-Tuscaloosa-AL-35401/50859439_zpid/		0	62
1	1	1	1		1	5		0		1	7	House For Sale	129900	130000		"4126 Sunrise Cir, Northport, AL35473"	3	2	1261	2005		Visions Real Estate	http://www.zillow.com/homedetails/4126-Sunrise-Cir-Northport-AL-35473/83279757_zpid/	1	0	3
1		1	1	1	1	3		0		1	2.333333333	Condo For Sale	107900	111000		"120 15th St E APT 305, Tuscaloosa, AL35401"	1	1		1991		Visions Real Estate	http://www.zillow.com/homedetails/120-15th-St-E-APT-305-Tuscaloosa-AL-35401/87810785_zpid/		0	72
1			1		1	5		0	1	1	5	House For Sale	113500	113000		"15924 Lexie Dr, Brookwood, AL35444"	3	2	1131	2006		Visions Real Estate	http://www.zillow.com/homedetails/15924-Lexie-Dr-Brookwood-AL-35444/89732250_zpid/		0	0
									6		7	Lot/Land For Sale	69900			"12900 Lake Lurleen Rd, Coker, AL35452"				2010	174240	Visions Real Estate	http://www.zillow.com/homedetails/12900-Lake-Lurleen-Rd-Coker-AL-35452/109558864_zpid/		0	9
				1							7.666666667	Lot/Land For Sale	59000			"13936 Elam Ln, NORTHPORT, AL35475"					50965.2	Visions Real Estate	http://www.zillow.com/homedetails/13936-Elam-Ln-Northport-AL-35475/109605822_zpid/		0	0
1		1	1		1					1	5.333333333	House For Sale	119900	97000		"1122 23rd Ave E, Tuscaloosa, AL35404"	3	2	1100	2013	11761.2	Visions Real Estate	http://www.zillow.com/homedetails/1122-23rd-Ave-E-Tuscaloosa-AL-35404/109646377_zpid/		0	35
1		1	1		1					1	5.333333333	House For Sale	259900	218000		"12455 Orchard Trce, MOUNDVILLE, AL35474"	4	2	2300	2014		Visions Real Estate	http://www.zillow.com/homedetails/12455-Orchard-Trce-Moundville-AL-35474/109674126_zpid/		0	0
												House For Sale	130000	107000		"161 Kirkwood Dr, Eutaw, AL35462"	4	2	3200	1968	69696	Visions Real Estate	http://www.zillow.com/homedetails/161-Kirkwood-Dr-Eutaw-AL-35462/117926291_zpid/		0	20
1	1	1	1	1	1	5		0		1	6	House For Sale	70000	90000		"2110 17th St E, Tuscaloosa, AL35404"	3	1	1145	1946	21780	Visions Real Estate	http://www.zillow.com/homedetails/2110-17th-St-E-Tuscaloosa-AL-35404/35755171_zpid/		0	18
1	1	1	1	1	1	8		0		1	2.333333333	House For Sale	199900	192000		"2417 Prince Ave, Tuscaloosa, AL35401"	5	3	3024	1950	26571.6	Visions Real Estate	http://www.zillow.com/homedetails/2417-Prince-Ave-Tuscaloosa-AL-35401/50859094_zpid/		0	32
1			1		1	6		0	0	1	6.333333333	House For Sale	215900	165000		"14053 Old Greensboro Rd, Tuscaloosa, AL35405"	3	2	2422	1977	43560	Visions Real Estate	http://www.zillow.com/homedetails/14053-Old-Greensboro-Rd-Tuscaloosa-AL-35405/50873518_zpid/	1	0	0
1		1	1		1	6		0	9	1	6.666666667	House For Sale	189900	162000		"17874 Highway 43 N, Northport, AL35475"	3	3	1938	1988	43560	Visions Real Estate	http://www.zillow.com/homedetails/17874-Highway-43-N-Northport-AL-35475/35738604_zpid/	1	0	0
												Lot/Land For Sale	475000			"0 Island Way, Decatur, AL35601"					130680	RE/MAX Platinum	http://www.zillow.com/homedetails/0-Island-Way-Decatur-AL-35601/2104432561_zpid/		0	7
1	1	1	1	1	1	8		0	1	1	8.666666667	House For Sale	549999	533000		"121 Candlestand Cir, Gurley, AL35748"	4	4	3685	2007	183823.2	Amanda Howard Real Estate	http://www.zillow.com/homedetails/121-Candlestand-Cir-Gurley-AL-35748/92103028_zpid/		0	0
												Lot/Land For Sale	89900			"810 Beaver Dam Rd, Toney, AL35773"					535788	Coldwell Banker McMillan and Associates	http://www.zillow.com/homedetails/810-Beaver-Dam-Rd-Toney-AL-35773/2104432730_zpid/		0	0
		1			1			0			7	House For Sale	229900	209000		"110 Shady Spring Dr, Harvest, AL35749"	4	3	2378	2005	20908.8	Keller Williams Realty Madison	http://www.zillow.com/homedetails/110-Shady-Spring-Dr-Harvest-AL-35749/92129555_zpid/	1	0	7
1		1	1		1			0	2		9	House For Sale	209900	211000		"9662 Cobham Park Dr, Daphne, AL36526"	3	2	2075	2012	450	Realty Executives BayShores	http://www.zillow.com/homedetails/9662-Cobham-Park-Dr-Daphne-AL-36526/120119683_zpid/		0	0
		1		1		8		0	3		6.333333333	House For Sale	209900	197000		"137 Kingston Rdg, Birmingham, AL35211"	3	2	1995	2008	"9,147"	Realty South-The Fred Smith Group	http://www.zillow.com/homedetails/137-Kingston-Rdg-Birmingham-AL-35211/89731857_zpid/		0	0
				1				0			5	House For Sale	239900	200000		"1017 Meadows Ln, Moody, AL35004"	4	3	2387	2004	17424		http://www.zillow.com/homedetails/1017-Meadows-Ln-Moody-AL-35004/67809654_zpid/		0	0
												Auction	from $1.5K			"1500 47th Street Ensley, Birmingham, AL35208"	3	2	1394	1925	"7,405"	HomeSearch.com Realty Services Inc	http://www.zillow.com/homedetails/1500-47th-Street-Ensley-Birmingham-AL-35208/996061_zpid/		27	52
				1		6		0			2.333333333	Foreclosure	76000	90000		"1904 Shades Cliff Ter, Birmingham, AL35216"	2	2		1966		REALHome Services and Solutions	http://www.zillow.com/homedetails/1904-Shades-Cliff-Ter-Birmingham-AL-35216/80742187_zpid/		18	8
								0			7.333333333	Foreclosure	74200	231000		"6735 Mooresville Rd, Belle Mina, AL35615"	3	1	1305	1920	29185.2	ERA Ben Porter Real Estate	http://www.zillow.com/homedetails/6735-Mooresville-Rd-Belle-Mina-AL-35615/2104438744_zpid/		0	0
				1		6		0			5.333333333	Foreclosure	127000	120000		"6796 Sunny Dell Dr, Hueytown, AL35023"	3	2	1448	1974	14810.4	REALHome Services and Solutions	http://www.zillow.com/homedetails/6796-Sunny-Dell-Dr-Hueytown-AL-35023/1039130_zpid/		0	10
				1				0			7.333333333	For Sale by Owner	214900	218000		"932 Haddington Dl, Pelham, AL35124"	3	2		2005	"6,098"		http://www.zillow.com/homedetails/932-Haddington-Dl-Pelham-AL-35124/104052948_zpid/		0	0
1		1			1	7		0	1		8.666666667	For Sale by Owner	211000	173000		"136 Narrows Point Ct, Birmingham, AL35242"	3	2	1700	2002	"6,098"		http://www.zillow.com/homedetails/136-Narrows-Point-Ct-Birmingham-AL-35242/67425801_zpid/	1	0	6
1		1	1	1		6		0		1	7.666666667	Townhouse For Sale	125000	124000		"5922 Southwood Pkwy, Bessemer, AL35022"	3	3	1300	2006	"2,613"	Advanced Realty	http://www.zillow.com/homedetails/5922-Southwood-Pkwy-Bessemer-AL-35022/71016941_zpid/		0	21
1		1	1	1		8		0	5	1	10	House For Sale	469900	493000		"7113 Lake Run Cir, Vestavia, AL35242"	3	4	4331	1996	15246	Advanced Realty	http://www.zillow.com/homedetails/7113-Lake-Run-Cir-Vestavia-AL-35242/974506_zpid/		0	4
						5		0			6	House For Sale	159000	151000		"291 Twin Oaks Ln, Wetumpka, AL36093"	3	2	1516	1997	30492	RE/MAX Cornerstone Realty	http://www.zillow.com/homedetails/291-Twin-Oaks-Ln-Wetumpka-AL-36093/131471_zpid/		0	5
1	1	1	1		1	9		0	0	1	4.666666667	House For Sale	132300			"205 Timberlake Dr, Enterprise, AL36330"	4	2	2205	1970	16552.8	"Coldwell Banker Prestige Homes & Real Estate, Inc."	http://www.zillow.com/homedetails/205-Timberlake-Dr-Enterprise-AL-36330/109451623_zpid/		0	14
1		1	1	1		0		0	1		7	House For Sale	539900			"308 Saddlebrook Dr, Killen, AL35645"	5	5	4548	2001	130680	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/308-Saddlebrook-Dr-Killen-AL-35645/67118129_zpid/		0	0
1		1	1	1		7		0	1		6	House For Sale	249900			"200 Plantation Springs Dr, Florence, AL35630"	3	2	2100	2006	17424	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/200-Plantation-Springs-Dr-Florence-AL-35630/67129542_zpid/		0	0
				1		5		0	0		6.666666667	House For Sale	68000			"202 W Rasch Rd, Florence, AL35633"	3	1	1470	1961	41817.6	"CENTURY 21 Clement Realty, Inc."	http://www.zillow.com/homedetails/202-W-Rasch-Rd-Florence-AL-35633/67109562_zpid/		0	12
				1		8		0			6	House For Sale	35000			"158 N Franklin St, Florence, AL35630"	2	1	1239	1950	"7,405"	"CENTURY 21 Clement Realty, Inc."	http://www.zillow.com/homedetails/158-N-Franklin-St-Florence-AL-35630/67121679_zpid/		0	29
1		1						0		1	5	Foreclosure	53900	76000		"204 Sara Lynn Dr, Sylacauga, AL35150"	3	2	1646	1965	12632.4	Homepath	http://www.zillow.com/homedetails/204-Sara-Lynn-Dr-Sylacauga-AL-35150/76060420_zpid/		0	39
1		1						0	0		6.666666667	Condo For Sale	289000	174000		"200 County Road 96 UNIT 301, Crane Hill, AL35053"	3	2	1400	2007		Lake Homes Realty	http://www.zillow.com/homedetails/200-County-Road-96-UNIT-301-Crane-Hill-AL-35053/2145783046_zpid/		0	0
											5	Auction	from $15K			"1293 County Road 524, Verbena, AL36091"	3	2	1930	1930	261360	Auction.com	http://www.zillow.com/homedetails/1293-County-Road-524-Verbena-AL-36091/120836769_zpid/		0	0
												Auction	from $10K			"6804 Exeter Ave, Birmingham, AL35212"	4	1	1437	1964	12196.8	Auction.com	http://www.zillow.com/homedetails/6804-Exeter-Ave-Birmingham-AL-35212/957556_zpid/		29	21
											6.333333333	Auction	from $21K			"22641 Bill Walker Rd, Athens, AL35613"	4	2	2240	1994	100188	HomeSearch.com Realty Services Inc	http://www.zillow.com/homedetails/22641-Bill-Walker-Rd-Athens-AL-35613/2146897635_zpid/		0	0
											6.666666667	Lot/Land For Sale	272900			"Evie Ln, Ashford, AL36312"					1568160		http://www.zillow.com/homedetails/Evie-Ln-Ashford-AL-36312/2104446052_zpid/		0	25
											5.666666667	Lot/Land For Sale	29900			"Majestic Oaks Dr, Stapleton, AL36578"							http://www.zillow.com/homedetails/Majestic-Oaks-Dr-Stapleton-AL-36578/2104446227_zpid/		0	12
											6	House For Sale	53000	72000		"307 Travis St, Brewton, AL36426"	2	1		1986		"Hines Realty Company, Inc."	http://www.zillow.com/homedetails/307-Travis-St-Brewton-AL-36426/2104446222_zpid/		0	9
				1							8.333333333	Condo For Sale	189900	178000		"24522 Perdido Beach Blvd #4811, ORANGE BEACH, AL36561"	1	1		1986	321472.8	RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/24522-Perdido-Beach-Blvd-4811-Orange-Beach-AL-36561/72773564_zpid/		0	18
												Townhouse For Sale	289900	286000		"4 Harborview Ct NE, Decatur, AL35601"	4	4	2367			Re/Max Platinum	http://www.zillow.com/homedetails/4-Harborview-Ct-NE-Decatur-AL-35601/109592975_zpid/		0	38
		1									7.333333333	House For Sale	729900	691000		"711 Island Dr, Scottsboro, AL35769"	5	5	4969		32670	Keller Williams Realty	http://www.zillow.com/homedetails/711-Island-Dr-Scottsboro-AL-35769/2104446828_zpid/		0	0
		1						0			8.666666667	Condo For Sale	62000	56000		"2104 Liberty Dr, Madison, AL35758"	2	2	1000	1989		Amanda Howard Real Estate	http://www.zillow.com/homedetails/2104-Liberty-Dr-Madison-AL-35758/92086840_zpid/		0	3
